,Traffic Report ID,Published Date,Issue Reported,Location,Latitude,Longitude,Address,Status,Status Date
353767,081BE7C370BF9E7B4C6E696276C1B2D57623B26B_1701823295,2023-12-06 00:41:35,Crash Service,"(30.208408,-97.781532)",30.208408,-97.781532,S 1st St / W Stassney Ln,ARCHIVED,2023-12-06 01:50:07
353768,C6D28F73737FEC3883C5B4CEBE30BFE12BBE4BF4_1701823433,2023-12-06 00:43:53,Traffic Hazard,"(30.356119,-97.730914)",30.356119,-97.730914,Burnet Rd / W Anderson Ln,ARCHIVED,2023-12-06 02:00:07
353769,3AC0B1284201DEEDA8488A82E2B9B8C11E5D51B4_1701825432,2023-12-06 01:17:12,Crash Urgent,"(30.348887,-97.676643)",30.348887,-97.676643,9200 Cameron Rd,ARCHIVED,2023-12-06 02:20:07
353770,533958A2148AA8A3466FA3A8340D51E28294F41D_1701822506,2023-12-06 00:28:26,Crash Urgent,"(30.41417,-97.673068)",30.41417,-97.673068,12900 N Ih 35 Svrd Nb,ARCHIVED,2023-12-06 02:30:09
353771,3B928622F8479780E1593E188D5315EDB7D6F786_1701825926,2023-12-06 01:25:26,Crash Urgent,"(30.223036,-97.763002)",30.223036,-97.763002,100-160 E Ben White Blvd Svrd Wb,ARCHIVED,2023-12-06 02:30:09
353772,4FD505F8AEED956F068C4CE57BFC30A6131B7C79_1701826804,2023-12-06 01:40:04,Traffic Hazard,"(30.184012,-97.754995)",30.184012,-97.754995,4401-4419 E William Cannon Dr,ARCHIVED,2023-12-06 02:45:10
353773,AC711C0E8B83BE520E19D176CE432689B1E309DA_1701813593,2023-12-05 21:59:53,Crash Urgent,"(30.214559,-97.832077)",30.214559,-97.832077,3609 W William Cannon Dr,ARCHIVED,2023-12-06 02:45:10
353774,EF9CB1ABFDB1D45BB08BD2742F179591C8266187_1701819949,2023-12-05 23:45:49,Crash Urgent,"(30.240862,-97.786111)",30.240862,-97.786111,3300 S Lamar Blvd,ARCHIVED,2023-12-06 02:45:10
353775,1B5EE1D2A2B9255241A8D9F103C453640D7BC477_1701829874,2023-12-06 02:31:14,Traffic Hazard,"(30.372313,-97.723738)",30.372313,-97.723738,9000-9029 Research Blvd Svrd Nb,ARCHIVED,2023-12-06 02:45:10
353776,17D1874B511E1AA952085801121E7D88EF534B6C_1701829104,2023-12-06 02:18:24,LOOSE LIVESTOCK,"(30.366855,-97.545767)",30.366855,-97.545767,MISTY GROVE BLVD / CLAIRESS LN,ARCHIVED,2023-12-06 02:50:08
353777,3F15B9957ADE0433FC133BEDE90851E29476E9B9_1701826557,2023-12-06 01:35:57,Crash Urgent,"(30.251336,-97.80716)",30.251336,-97.80716,2900-3308 S Capital Of Texas Hwy Sb,ARCHIVED,2023-12-06 02:55:10
353778,74B10C057DED94DC2C9821F38A1096FBC9B3C2F9_1701829380,2023-12-06 02:23:00,Traffic Hazard,"(30.275676,-97.73484)",30.275676,-97.73484,Red River St / E 15th St,ARCHIVED,2023-12-06 03:00:08
353779,4F2B344C5268B61FB41F14C640AEAF89BB7AE6D7_1701825086,2023-12-06 01:11:26,Crash Urgent,"(30.330399,-97.723526)",30.330399,-97.723526,6205 N Lamar Blvd,ARCHIVED,2023-12-06 03:15:08
353780,DE86CC3F60A4A0F9AE1596B865AE93E39C12D4B9_1701832583,2023-12-06 03:16:23,TRFC HAZD/ DEBRIS,"(30.125388,-97.819371)",30.125388,-97.819371,TWIN CREEKS RD / MISSION RIVER DR,ARCHIVED,2023-12-06 03:25:07
353781,91B92669ECF0FA9C6E550FD5FD76C31B5C969F57_1701830475,2023-12-06 02:41:15,Traffic Hazard,"(30.250302,-97.689416)",30.250302,-97.689416,626-720 Ed Bluestein Blvd Svrd Sb,ARCHIVED,2023-12-06 03:25:07
353782,74BFAC88EC6B72E7C070A86C73A8F953FF99937D_1701829360,2023-12-06 02:22:40,Traffic Hazard,"(30.374718,-97.730929)",30.374718,-97.730929,9150 Research Blvd Svrd Sb,ARCHIVED,2023-12-06 03:40:07
353783,9D8682D322963F3EAE2B50D1DF0E64D5F5CE1DEF_1701828607,2023-12-06 02:10:07,Traffic Hazard,"(30.166934,-97.785024)",30.166934,-97.785024,S Ih 35 Svrd Nb / E Slaughter Ln,ARCHIVED,2023-12-06 03:40:07
353784,F6D046A7EEB1146F8B1E81ABA2DD61FB74655DB0_1701828898,2023-12-06 02:14:58,Traffic Hazard,"(30.185322,-97.773615)",30.185322,-97.773615,6900-7215 S Ih 35 Svrd Nb,ARCHIVED,2023-12-06 03:40:07
353785,25C65868B540200530FE4D75EB95A9A92C0C76CE_1701824307,2023-12-06 00:58:27,Traffic Hazard,"(30.17116,-97.785852)",30.17116,-97.785852,8516-9016 S Congress Ave,ARCHIVED,2023-12-06 03:45:11
353786,4DD7E5DD0410798A96A8F2E380DFE07581D5174B_1701807780,2023-12-05 20:23:00,Crash Service,"(30.238123,-97.725869)",30.238123,-97.725869,2237 E Riverside Dr,ARCHIVED,2023-12-06 03:50:07
353787,1966E694BAD90686516F99CDF432800FDCA39290_1701818361,2023-12-05 23:19:21,Crash Urgent,"(30.248072,-97.735647)",30.248072,-97.735647,1200-1214 E RIVERSIDE DR,ARCHIVED,2023-12-06 04:00:11
353788,BD8C106CC7D7649BEF42E9662D7E821A6A2961E8_1701811483,2023-12-05 21:24:43,Crash Service,"(30.29445,-97.689284)",30.29445,-97.689284,4700 Manor Rd,ARCHIVED,2023-12-05 21:45:09
353789,026163C85E903E67F039F05E9A80218311817CF1_1701812643,2023-12-05 21:44:03,LOOSE LIVESTOCK,"(30.429366,-98.047104)",30.429366,-98.047104,N PACE BEND RD / MARY NELL LN,ARCHIVED,2023-12-05 22:10:08
353790,29ED50413352C3CD35A0187E7E61A5A855551B75_1701802627,2023-12-05 18:57:07,VEHICLE FIRE,"(30.385899,-97.645782)",30.385899,-97.645782,1800 E PARMER LN,ARCHIVED,2023-12-05 22:30:08
353791,267F8AE4D60F1F431986432689DEE51E319E1924_1701810809,2023-12-05 21:13:29,Crash Urgent,"(30.400187,-97.718677)",30.400187,-97.718677,Burnet Rd / Solaris St,ARCHIVED,2023-12-05 22:50:08
353792,AC91ED7AFECF7F65F94A1562B1298EC3619C438F_1701814114,2023-12-05 22:08:34,LOOSE LIVESTOCK,"(30.429366,-98.047104)",30.429366,-98.047104,N Pace Bend Rd / Mary Nell Ln,ARCHIVED,2023-12-05 22:50:08
353793,B4916DB7F02E43309DD837DF807056ADBBA18946_1701815294,2023-12-05 22:28:14,COLLISION WITH INJURY,"(30.350031,-97.510063)",30.350031,-97.510063,13500-13621 E Us 290 Hwy Eb,ARCHIVED,2023-12-05 23:00:09
353794,238379312CE0582D796B45F42AD3E6310A2F2F8A_1701817151,2023-12-05 22:59:11,Crash Urgent,"(30.167354,-97.659302)",30.167354,-97.659302,Burleson Rd / S Fm 973 Rd,ARCHIVED,2023-12-06 04:00:11
353795,789EF3D6E1196152C1E7CCADC639C306254A305E_1701821805,2023-12-06 00:16:45,Crash Urgent,"(30.231599,-97.695536)",30.231599,-97.695536,Montana St / Vargas Rd,ARCHIVED,2023-12-06 04:10:07
353796,69DD0D17085451EDC7A356C689407429FC6CEA46_1701833785,2023-12-06 03:36:25,Crash Urgent,"(30.23443,-97.729694)",30.23443,-97.729694,1845 Burton Dr,ARCHIVED,2023-12-06 04:15:08
353797,4E90091068533B241B2634A3599D34ABCA4C11AF_1701827688,2023-12-06 01:54:48,COLLISION,"(30.499566,-97.593437)",30.499566,-97.593437,1404 Huntington Trl,ARCHIVED,2023-12-06 04:15:08
353798,C28DC1FE18F79267567F68702332ACEB8A847953_1701833801,2023-12-06 03:36:41,Crash Urgent,"(30.233837,-97.731689)",30.233837,-97.731689,1919 Burton Dr,ARCHIVED,2023-12-06 04:15:08
353799,02EF6A4D5E9B6440EE4513BAF40746CB8E872FE4_1701825380,2023-12-06 01:16:20,Crash Service,"(30.409501,-97.672758)",30.409501,-97.672758,12625 N Ih 35 Svrd Nb,ARCHIVED,2023-12-06 04:30:10
353800,94B0B7EB4E3826979082AFFC082954D7A100C6E4_1701834670,2023-12-06 03:51:10,TRFC HAZD/ DEBRIS,"(30.302281,-97.620832)",30.302281,-97.620832,7700-7912 DECKER LN,ARCHIVED,2023-12-06 04:35:08
353801,3FC863D5EBE3F2A780C3D0ACB17F37294D4FD0A2_1701831244,2023-12-06 02:54:04,Crash Service,"(30.359054,-97.68972)",30.359054,-97.68972,500 E Rundberg Ln,ARCHIVED,2023-12-06 04:40:10
353802,C6944467DA0C65A08C39BB5A0314CC143936EAA3_1701829149,2023-12-06 02:19:09,Traffic Hazard,"(30.21592,-97.747529)",30.21592,-97.747529,0 S Ih 35 Sb To Ben White Eb Ramp,ARCHIVED,2023-12-06 05:00:08
353803,CCCFD063B99F899232D571D89D3F832308C0D0BC_1701833807,2023-12-06 03:36:47,Crash Urgent,"(30.234513,-97.730662)",30.234513,-97.730662,Burton Dr / Valley Hill Cir,ARCHIVED,2023-12-06 05:10:11
353804,297BEB01DD21C5A2AAD009DA6ABB91D4BC0FDC6D_1701826795,2023-12-06 01:39:55,Crash Service,"(30.265287,-97.747672)",30.265287,-97.747672,GUADALUPE ST / W 2ND ST,ARCHIVED,2023-12-06 05:25:07
353805,4B19229E380E9CA29673FDB967FD09CDCF4B5B44_1701823675,2023-12-06 00:47:55,Crash Service,"(30.190611,-97.772291)",30.190611,-97.772291,801 E WILLIAM CANNON DR,ARCHIVED,2023-12-06 05:30:08
353806,158A66682DA61DF5F2115C2FC8C8328E6C837B05_1701839226,2023-12-06 05:07:06,Traffic Hazard,"(30.354817,-97.731626)",30.354817,-97.731626,7600-7844 Burnet Rd,ARCHIVED,2023-12-06 05:55:08
353807,04754785B32160C5787F32875F2DC730C10CBBCB_1701839513,2023-12-06 05:11:53,Crash Urgent,"(30.265781,-97.698493)",30.265781,-97.698493,Thompson St / Gunter St,ARCHIVED,2023-12-06 06:00:10
353808,7F1426A678C0021BBBF19EB1D7D6353054809224_1701826691,2023-12-06 01:38:11,Crash Service,"(30.182841,-97.687497)",30.182841,-97.687497,S US 183 HWY NB / BURLESON RD,ARCHIVED,2023-12-06 06:10:13
353809,7841FB1F92B99194CA818D410CB09430731B6285_1701839861,2023-12-06 05:17:41,Traffic Hazard,"(30.363067,-97.697058)",30.363067,-97.697058,W Rundberg Ln / N Lamar Blvd,ARCHIVED,2023-12-06 07:10:09
353810,278BDAB57253765B3AB458A7D9295ABF2F42FFB6_1701834711,2023-12-06 03:51:51,Crash Urgent,"(30.1909,-97.771762)",30.1909,-97.771762,801 E William Cannon Dr,ARCHIVED,2023-12-06 07:45:11
353811,94C7E8B8DA75D775E4619F76CAE2085343847843_1701849551,2023-12-06 07:59:11,Traffic Hazard,"(30.308033,-97.676485)",30.308033,-97.676485,6110-6118 MANOR RD,ARCHIVED,2023-12-06 08:05:13
353812,E67EA1C73229B4FEC8AEB04BA02D8BA092E4569D_1701861756,2023-12-06 11:22:36,Traffic Hazard,"(30.400298,-97.745472)",30.400298,-97.745472,Research Blvd Svrd Nb / W Braker Ln,ARCHIVED,2023-12-06 11:30:08
353813,00817818EDF48CDBA2229E617EBA386481A8A7C3_1701864867,2023-12-06 12:14:27,COLLISION,"(30.161671,-97.649899)",30.161671,-97.649899,6710-6805 Elroy Rd,ARCHIVED,2023-12-06 13:15:10
353814,8545019B082C565916F738AAAE5A8ADD78270A3F_1701863396,2023-12-06 11:49:56,Crash Service,"(30.167127,-97.787148)",30.167127,-97.787148,100-124 W Slaughter Ln,ARCHIVED,2023-12-06 13:35:08
353815,474C2648302BEC1C0561BB62F769F3D4D8A1FB90_1701870259,2023-12-06 13:44:19,Traffic Hazard,"(30.177654,-97.769817)",30.177654,-97.769817,Bluff Springs Rd / Quicksilver Blvd,ARCHIVED,2023-12-06 13:50:07
353816,0F85D55F03E24BEEBF29AA28050587A8E1DB7EEF_1701868429,2023-12-06 13:13:49,Traffic Hazard,"(30.213989,-97.725333)",30.213989,-97.725333,4710-5604 E BEN WHITE BLVD WB,ARCHIVED,2023-12-06 14:00:11
353817,83DF4360232F4B1CC609EDB0620E15005085786D_1701870082,2023-12-06 13:41:22,TRFC HAZD/ DEBRIS,"(30.100243,-97.78199)",30.100243,-97.78199,13052-13515 N TURNERSVILLE RD,ARCHIVED,2023-12-06 14:00:11
353818,1C2C7B023F9A24ABAD4830FCED57BA9CD67C25BF_1701871455,2023-12-06 14:04:15,COLLISION WITH INJURY,"(30.14148,-97.83648)",30.14148,-97.83648,1218 W Fm 1626 Rd,ARCHIVED,2023-12-06 14:15:09
353819,D5E149181C03FC851F62B65085DB4ACC8FA25674_1701865583,2023-12-06 12:26:23,COLLISION,"(30.448716,-97.661714)",30.448716,-97.661714,Fm 1825 Rd / Vision Dr,ARCHIVED,2023-12-06 14:20:08
353820,981E494D9FC3241FD83D50096A7A0208FD35DD7F_1701871641,2023-12-06 14:07:21,TRFC HAZD/ DEBRIS,"(30.422046,-97.659311)",30.422046,-97.659311,2610-2808 S HEATHERWILDE BLVD,ARCHIVED,2023-12-06 14:20:08
353821,94C7E8B8DA75D775E4619F76CAE2085343847843_1701866441,2023-12-06 12:40:41,COLLISION,"(30.152874,-97.670531)",30.152874,-97.670531,Fm 812 Rd / S Fm 973 Rd,ARCHIVED,2023-12-06 14:25:08
353822,ADD97DAEFA483805F4A52716BA886AC2D97841B3_1701868803,2023-12-06 13:20:03,COLLISION,"(30.409709,-97.512509)",30.409709,-97.512509,16800-16831 N Fm 973 Rd,ARCHIVED,2023-12-06 14:25:08
353823,55625EDC17AEA241D22CFA9C01BD7CAB7F616707_1701870386,2023-12-06 13:46:26,Traffic Hazard,"(30.28123,-97.666196)",30.28123,-97.666196,4411-4529 Ed Bluestein Blvd Svrd Nb,ARCHIVED,2023-12-06 14:25:08
353824,208035F5087DCF7C5CCC85B3B1E8B4ACF007BE1C_1701869315,2023-12-06 13:28:35,Crash Urgent,"(30.379458,-97.675234)",30.379458,-97.675234,11400-11560 N Ih 35 Svrd Sb,ARCHIVED,2023-12-06 14:30:08
353825,0C4E6389BA7066F691E6C5AAA754C167FBB870F8_1701869698,2023-12-06 13:34:58,Crash Urgent,"(30.324629,-97.671821)",30.324629,-97.671821,7500-7741 183 Toll Nb,ARCHIVED,2023-12-06 14:35:08
353826,8D62C4400092573EFA143A5159280E6A68AF5274_1701870656,2023-12-06 13:50:56,Crash Urgent,"(30.358262,-97.730288)",30.358262,-97.730288,8000 Burnet Rd,ARCHIVED,2023-12-06 14:35:08
353827,9B569564C9A9AC7BCC855C106EE9377ED1B5AD19_1701871189,2023-12-06 13:59:49,COLLISION,"(30.29456,-97.824622)",30.29456,-97.824622,5600-5995 Bee Cave Rd,ARCHIVED,2023-12-06 14:40:11
353828,5EA0DF5C7A2580D149B68754A35EAB0C0DD18CC3_1701870135,2023-12-06 13:42:15,TRFC HAZD/ DEBRIS,"(30.102795,-97.61178)",30.102795,-97.61178,10000-10701 DOYLE RD,ARCHIVED,2023-12-06 14:45:15
353829,C596B472D998807C03D15753DE406A3204B2FF9C_1701871108,2023-12-06 13:58:28,Traffic Hazard,"(30.332796,-97.735576)",30.332796,-97.735576,1700 W Koenig Ln,ARCHIVED,2023-12-06 15:00:16
353830,346F2749EFBE761597FD81E1C0CC286B1587910C_1701874342,2023-12-06 14:52:22,Traffic Hazard,"(30.368589,-97.61417)",30.368589,-97.61417,5701-5727 E Parmer Ln,ARCHIVED,2023-12-06 15:00:16
353831,CAB1712687E44189836447CABE02AFAE8B75EE57_1701869294,2023-12-06 13:28:14,Crash Service,"(30.381503,-97.674486)",30.381503,-97.674486,11400-11560 N Ih 35 Svrd Sb,ARCHIVED,2023-12-06 15:20:10
353832,6F510F4A180384CE18F926AB595E20AE16FA1E2E_1701868922,2023-12-06 13:22:02,Crash Service,"(30.243198,-97.729376)",30.243198,-97.729376,1200 Parker Ln,ARCHIVED,2023-12-06 15:30:13
353833,366ED27E3ED6AB3618F8E6CBFF6D423B53BC459D_1701874884,2023-12-06 15:01:24,Crash Urgent,"(30.21398,-97.71114)",30.21398,-97.71114,2901-2919 Montopolis Dr,ARCHIVED,2023-12-06 15:45:11
353834,72D8D416F5929DD4D00032B463BD1D2CB572AAA1_1701874685,2023-12-06 14:58:05,Crash Service,"(30.283232,-97.699604)",30.283232,-97.699604,3400-3431 E Martin Luther King Jr Blvd,ARCHIVED,2023-12-06 15:55:08
353835,4CA57359F9485DDB7FBBEBCFF2F6CBA35DA7F416_1701876333,2023-12-06 15:25:33,Traffic Hazard,"(30.368632,-97.613255)",30.368632,-97.613255,12300 Harris Branch Pkwy,ARCHIVED,2023-12-06 16:10:08
353836,8545019B082C565916F738AAAE5A8ADD78270A3F_1701876493,2023-12-06 15:28:13,COLLISION,"(30.140878,-97.866676)",30.140878,-97.866676,3001-3351 S SH 45 W EB,ARCHIVED,2023-12-06 16:20:10
353837,F98B74B9EA9CF343C2CB4DD58C9A851780C4BF35_1701878239,2023-12-06 15:57:19,TRFC HAZD/ DEBRIS,"(30.354883,-97.590877)",30.354883,-97.590877,12000-12324 N Sh 130 Sb,ARCHIVED,2023-12-06 16:15:16
353838,9D7AEF07BC006AA9B97D1E2E2E6A332523715C7E_1701877026,2023-12-06 15:37:06,COLLISN/ LVNG SCN,"(30.161124,-97.686563)",30.161124,-97.686563,9111 Fm 812 Rd,ARCHIVED,2023-12-06 16:20:10
353839,D153F27E3301C925898E63BFBF9AC067701D5FE0_1701876931,2023-12-06 15:35:31,Crash Urgent,"(30.171029,-97.783299)",30.171029,-97.783299,8600 S Ih 35 Nb,ARCHIVED,2023-12-06 16:30:08
353840,6F39DCFF36D707F13761851DCAD9E76EC53A9318_1701877317,2023-12-06 15:41:57,Crash Urgent,"(30.257121,-97.736501)",30.257121,-97.736501,900-909 Holly St,ARCHIVED,2023-12-06 16:30:08
353841,B2122A6559EB251A210753940837FE4A56360463_1701878371,2023-12-06 15:59:31,LOOSE LIVESTOCK,"(30.14199,-97.616151)",30.14199,-97.616151,Elroy Rd / Fagerquist Rd,ARCHIVED,2023-12-06 16:45:15
353842,58A2AF869FDA42032912254F13E954E3756303FD_1701877558,2023-12-06 15:45:58,Crash Service,"(30.356119,-97.730914)",30.356119,-97.730914,7844 Burnet Rd,ARCHIVED,2023-12-06 16:45:15
353843,6B50CE41B5C59434A9AC16FC818EA5507009C7E5_1701878320,2023-12-06 15:58:40,Crash Urgent,"(30.18777,-97.762838)",30.18777,-97.762838,1900-2012 E William Cannon Dr,ARCHIVED,2023-12-06 18:50:08
353844,D584553119A41BDAF5910302B5C7771774ABCD4D_1701874654,2023-12-06 14:57:34,Crash Urgent,"(30.426265,-97.671242)",30.426265,-97.671242,13800-blk N Ih 35 Sb,ARCHIVED,2023-12-06 16:30:08
353845,ED8DF07AF1A8C3C05AADB5FE2022359F219DEA0B_1701876087,2023-12-06 15:21:27,Crash Service,"(30.440581,-97.67009)",30.440581,-97.67009,1600 W Wells Branch Pkwy,ARCHIVED,2023-12-06 16:30:08
353846,E015C7217E97F6902C6412BE44D1E12E9C6A908C_1701875734,2023-12-06 15:15:34,Crash Urgent,"(30.200831,-97.762748)",30.200831,-97.762748,5500 S Ih 35 Svrd Sb,ARCHIVED,2023-12-06 16:45:15
353847,E8541231103106C4B4C03B1E09FA82C3B1E8DE85_1701879628,2023-12-06 16:20:28,Traffic Hazard,"(30.286453,-97.764486)",30.286453,-97.764486,1500-1619 Winsted Ln,ARCHIVED,2023-12-06 16:40:10
353848,C5E8754637504E5EBF868EFC915AE09CB8BA1C3B_1701879291,2023-12-06 16:14:51,TRFC HAZD/ DEBRIS,"(30.413769,-97.745712)",30.413769,-97.745712,11500 RESEARCH BLVD NB,ARCHIVED,2023-12-06 16:40:10
353849,4CCE220495B298C3BCF19B23EBF3FA9A95FC3F8D_1701879500,2023-12-06 16:18:20,COLLISION,"(30.187447,-97.562277)",30.187447,-97.562277,Greenwood Dr / E Sh 71 Eb,ARCHIVED,2023-12-06 16:45:15
353850,68A6DC12271696516D1CE337F31D6A0FFEFC0E9F_1701879412,2023-12-06 16:16:52,TRFC HAZD/ DEBRIS,"(30.314252,-97.854806)",30.314252,-97.854806,River Hills Rd / Fm 2244 Rd,ARCHIVED,2023-12-06 16:45:15
353851,C20DDEFA2174FFEC6DDB31D7E6D7DFB8B3F5C04C_1701880072,2023-12-06 16:27:52,Traffic Hazard,"(30.270292,-97.754594)",30.270292,-97.754594,W 5th St / N Lamar Blvd,ARCHIVED,2023-12-06 16:55:08
353852,022DD3EB01DE055B6AA3A09AD422629FB128BC26_1701879267,2023-12-06 16:14:27,Traffic Hazard,"(30.184003,-97.792576)",30.184003,-97.792576,7500-7817 S 1st St,ARCHIVED,2023-12-06 17:00:09
353853,85CA1FFDE3C0A7F9418AA74D8309CAF5A31749E9_1701882167,2023-12-06 17:02:47,COLLISION,"(30.258467,-97.5737)",30.258467,-97.5737,6007 Caroline Ln,ARCHIVED,2023-12-06 17:10:09
353854,4375A23DFC4B20CB97C25EBE3B52488C61293AC2_1701878859,2023-12-06 16:07:39,COLLISION,"(30.332587,-97.987636)",30.332587,-97.987636,16200-16244 FLINT ROCK RD,ARCHIVED,2023-12-06 17:30:10
353855,CD53E2929FBF6B1F6F2069F6FFE5976FD5C31536_1701882175,2023-12-06 17:02:55,Crash Urgent,"(30.358341,-97.750936)",30.358341,-97.750936,3534-3599 Greystone Dr,ARCHIVED,2023-12-06 17:35:07
353856,FEA38584BFBF6BA455B567DC28463B5E972B83D6_1701871362,2023-12-06 14:02:42,Crash Urgent,"(30.379946,-97.740436)",30.379946,-97.740436,Research Sb At N Mopac Trn / N Mopac Expy Svrd Sb,ARCHIVED,2023-12-06 17:40:09
353857,C94C3FF3186FA0560180BA638775323FC4895576_1701881293,2023-12-06 16:48:13,COLLISN/ LVNG SCN,"(30.356707,-97.535009)",30.356707,-97.535009,13500 N Fm 973 Rd,ARCHIVED,2023-12-06 17:40:09
353858,6437F91F5E87CBE8B6B50F91A1BAEF5DD0341C48_1701883912,2023-12-06 17:31:52,Traffic Hazard,"(30.247731,-97.804012)",30.247731,-97.804012,S Mopac Expy Svrd Nb / S Capital Of Texas Hwy Nb,ARCHIVED,2023-12-06 17:40:09
353859,4AA810B483D215AB1EED1A9F927EE2A4AAD12B73_1701880347,2023-12-06 16:32:27,VEHICLE FIRE,"(30.18711,-97.602669)",30.18711,-97.602669,4600-4601 E Sh 71 Trn,ARCHIVED,2023-12-06 17:45:18
353860,0FF8DA9900FB2FBE4702038E01DAE5A8088B80DA_1701882700,2023-12-06 17:11:40,Crash Urgent,"(30.243784,-97.78246)",30.243784,-97.78246,2200-2237 Barton Skwy,ARCHIVED,2023-12-06 17:50:08
353861,E4824648C5AB1DB9D060F3C7FF97B79FC6D2D049_1701882176,2023-12-06 17:02:56,COLLISION WITH INJURY,"(30.258467,-97.5737)",30.258467,-97.5737,6007 CAROLINE LN,ARCHIVED,2023-12-06 17:55:09
353862,01B45189A34F284F41AB07AFBC3531D83C480D90_1701885135,2023-12-06 17:52:15,Crash Service,"(30.230788,-97.694109)",30.230788,-97.694109,6700-6799 Montana St,ARCHIVED,2023-12-06 18:10:13
353863,A4888AB72FD5F8F8E994EB064DE208FF5A8AB1C1_1701882349,2023-12-06 17:05:49,Traffic Hazard,"(30.264682,-97.745511)",30.264682,-97.745511,Colorado St / W 2nd St,ARCHIVED,2023-12-06 18:15:08
353864,DDBB141078B540EC288D6E979A6711B536EC364B_1701885600,2023-12-06 18:00:00,TRFC HAZD/ DEBRIS,"(30.187666,-97.562206)",30.187666,-97.562206,E Sh 71 Wb / Greenwood Dr,ARCHIVED,2023-12-06 18:20:09
353865,8B057F39D18E294235AB27685BD61815C856EAA6_1701883517,2023-12-06 17:25:17,Crash Urgent,"(30.264218,-97.785725)",30.264218,-97.785725,1101 S Mopac Expy Svrd Nb,ARCHIVED,2023-12-06 18:25:08
353866,B58E4E3D5854B4F054FEE18B0F37F1040F62A135_1701881118,2023-12-06 16:45:18,Traffic Hazard,"(30.258218,-97.746485)",30.258218,-97.746485,300-377 S Congress Ave,ARCHIVED,2023-12-06 19:00:11
353867,0F62194B4983B35CC0B79AEEC39842880A9AC20A_1701887281,2023-12-06 18:28:01,Traffic Hazard,"(30.253824,-97.678811)",30.253824,-97.678811,800-1415 183 Toll Nb,ARCHIVED,2023-12-06 19:00:11
353868,F7C6E867C8BBFAD40FB723CF75C4D06E20C1B21A_1701885992,2023-12-06 18:06:32,Crash Service,"(30.349147,-97.696442)",30.349147,-97.696442,600 Barwood Park,ARCHIVED,2023-12-06 19:10:08
353869,B610ABDBD67F70CB8B5A837F6AEB6E16531B4C7A_1701886025,2023-12-06 18:07:05,Crash Service,"(30.269514,-97.748031)",30.269514,-97.748031,512 W 6th St,ARCHIVED,2023-12-06 19:35:07
353870,27A70C09F307E0CD49C1B4E1ACEAC388C874E017_1701891801,2023-12-06 19:43:21,Crash Urgent,"(30.379913,-97.738929)",30.379913,-97.738929,N Cap Tx To Research Sb Ramp / Research Blvd Sb,ARCHIVED,2023-12-06 19:55:08
353871,ED8DF07AF1A8C3C05AADB5FE2022359F219DEA0B_1701891907,2023-12-06 19:45:07,TRFC HAZD/ DEBRIS,"(30.174606,-97.639294)",30.174606,-97.639294,5434-6324 S SH 130 SB,ARCHIVED,2023-12-06 19:55:08
353872,C6112F01865686C1DA31B7E721515A89A03E0F0E_1701890034,2023-12-06 19:13:54,Traffic Hazard,"(30.229726,-97.713165)",30.229726,-97.713165,5201-5351 E Riverside Dr,ARCHIVED,2023-12-06 20:05:08
353873,B404807C7276E18C673081F5CD5F999DEB2C22D1_1701891812,2023-12-06 19:43:32,Crash Urgent,"(30.261293,-97.680558)",30.261293,-97.680558,1118 Gardner Rd,ARCHIVED,2023-12-06 20:10:08
353874,1205A6FDA6A91E671E94C3BDD4DFDA18A76CE36C_1701891816,2023-12-06 19:43:36,Stalled Vehicle,"(30.24461,-97.808403)",30.24461,-97.808403,3800 S Mopac Expy Sb,ARCHIVED,2023-12-06 20:25:09
353875,FB56923215472C0C9CBE213D3B9E1F425C8C40A0_1701893697,2023-12-06 20:14:57,Traffic Hazard,"(30.313097,-97.704955)",30.313097,-97.704955,Cameron Rd / Corona Dr,ARCHIVED,2023-12-06 20:30:08
353876,45C800A971308142CF8A4D13C844F04A91099693_1701894199,2023-12-06 20:23:19,Crash Urgent,"(30.274835,-97.731793)",30.274835,-97.731793,718 E 15th St,ARCHIVED,2023-12-06 20:30:08
353877,133595604EEA1D1266E39CCBB49B582682FD4DB3_1701892136,2023-12-06 19:48:56,COLLISION,"(30.43602,-97.68169)",30.43602,-97.68169,2004 MARGALENE WAY,ARCHIVED,2023-12-06 20:35:08
353878,259D7030971F60371D67B764FFEECCD0FD050080_1701891256,2023-12-06 19:34:16,Traffic Hazard,"(30.318091,-97.698761)",30.318091,-97.698761,Berkshire Dr / Cameron Rd,ARCHIVED,2023-12-06 21:10:08
353879,0A362CA04E5D1A1A33B972938C55AC2595D989F9_1701893405,2023-12-06 20:10:05,COLLISION,"(30.232611,-97.818497)",30.232611,-97.818497,4961-4963 W US 290 HWY SVRD EB,ARCHIVED,2023-12-06 21:10:08
353880,1F84839EE29222E0274CCB8451BF08D29CA7BE7E_1701881901,2023-12-06 16:58:21,Crash Service,"(30.172454,-97.722003)",30.172454,-97.722003,Dee Gabriel Collins Rd / Mc Kinney Falls Pkwy,ARCHIVED,2023-12-06 21:10:08
353881,BBFBF362460D2B5A1573BC939A7419DF3FFF1A54_1701885482,2023-12-06 17:58:02,Crash Urgent,"(30.342324,-97.769983)",30.342324,-97.769983,5715 Mesa Dr,ARCHIVED,2023-12-06 21:25:07
